 Timeseries at gridpoint (          64 ,          71 )
 YEAR MONTH   DAY  HOUR     WS        WD         T        PG     Prec.Rate Mix.Hgt  
                           (m/s)     (deg)      (K)      class    (mm/hr)     (m)   
                         Layer 1   Layer 1   Layer 1   Layer
 2024     1     1    0      1.07    210.00    285.02      4.00      0.00     51.37
 2024     1     1    1      0.40    325.08    284.78      4.00      0.00     50.00
 2024     1     1    2      3.27     19.59    283.96      4.00      0.00    224.97
 2024     1     1    3      2.91     23.83    284.23      4.00      0.00    184.31
 2024     1     1    4      3.72     10.95    282.45      4.00      0.00    277.85
 2024     1     1    5      2.44     32.72    283.85      4.00      0.00    122.40
 2024     1     1    6      1.18     31.05    284.39      4.00      0.00     51.80
 2024     1     1    7      2.05      1.49    284.46      4.00      0.00    100.89
 2024     1     1    8      2.67    343.29    284.89      4.00      0.00    178.06
 2024     1     1    9      0.48    340.40    285.50      4.00      0.00    164.02
 2024     1     1   10      1.28    238.33    285.83      4.00      0.00    213.57
 2024     1     1   11      1.79    244.36    285.80      4.00      0.00    267.35
 2024     1     1   12      1.52    188.31    285.61      4.00      0.00    156.34
 2024     1     1   13      1.47    116.33    285.31      4.00      0.00     76.32
 2024     1     1   14      0.54     99.45    285.28      4.00      0.00     62.98
 2024     1     1   15      0.30     90.34    285.40      4.00      0.00     59.64
 2024     1     1   16      0.95      8.14    285.38      4.00      0.00     50.26
 2024     1     1   17      2.15     11.68    284.87      4.00      0.00    109.89
 2024     1     1   18      1.51     13.47    285.44      4.00      0.00     64.42
 2024     1     1   19      1.52     30.87    284.86      4.00      0.00     64.48
 2024     1     1   20      2.26     20.71    284.63      4.00      0.00    119.13
 2024     1     1   21      2.46     20.21    284.65      4.00      0.00    139.71
 2024     1     1   22      1.91     15.61    284.73      4.00      0.00     85.04
 2024     1     1   23      2.15     12.99    284.68      4.00      0.00    108.13
